# multipoles
# s[mm] polynom_a[n=0][T/m^n] polynom_a[n=1][T/m^n] polynom_a[n=2][T/m^n] polynom_a[n=4][T/m^n] polynom_a[n=6][T/m^n] polynom_a[n=8][T/m^n] 
+6.0800000000000004e+01 -3.2428488381352617e-03 +2.1712317641059640e-07 +1.1836631035780796e+00 +7.5786728754775922e+01 -1.7181289661694784e+05 +7.3199226279107511e+07 
+6.0900000000000006e+01 -3.2316065122586653e-03 +2.1578485897790413e-07 +1.1795114082836617e+00 +7.3363325841264412e+01 -1.6878209748835996e+05 +7.1785638812616184e+07 
+6.1000000000000000e+01 -3.2204100683781984e-03 +2.1417469041549524e-07 +1.1753692535514060e+00 +7.0985626641806732e+01 -1.6580437493263351e+05 +7.0403493480428979e+07 
+6.1100000000000001e+01 -3.2092592843422120e-03 +2.1229606073251969e-07 +1.1712367279414637e+00 +6.8653520407244486e+01 -1.6288343315492829e+05 +6.9060832534141257e+07 
+6.1200000000000003e+01 -3.1981539452874651e-03 +2.1022645443645289e-07 +1.1671139006462119e+00 +6.6366512819182077e+01 -1.6001914331148830e+05 +6.7757488341428816e+07 
+6.1300000000000004e+01 -3.1870938381719735e-03 +2.0806187964792635e-07 +1.1630008359402593e+00 +6.4124014798179005e+01 -1.5721042380315397e+05 +6.6491249239787012e+07 
+6.1400000000000006e+01 -3.1760787499538205e-03 +2.0589834448332048e-07 +1.1588975980990448e+00 +6.1925437287834697e+01 -1.5445619324418917e+05 +6.5259903996405661e+07 
+6.1500000000000000e+01 -3.1651084675913383e-03 +2.0383185707708331e-07 +1.1548042514251518e+00 +5.9770190794806183e+01 -1.5175536803745857e+05 +6.4061237909412876e+07 
+6.1600000000000001e+01 -3.1541827780428486e-03 +2.0195842553602981e-07 +1.1507208602200336e+00 +5.7657685837348950e+01 -1.4910686460487405e+05 +6.2893036249950282e+07 
+6.1700000000000003e+01 -3.1433014682662676e-03 +2.0037405806050175e-07 +1.1466474887439244e+00 +5.5587333596049980e+01 -1.4650960276483436e+05 +6.1753089699306771e+07 
+6.1800000000000004e+01 -3.1324643252199080e-03 +1.9917476266697621e-07 +1.1425842012973790e+00 +5.3558544600104845e+01 -1.4396249898462751e+05 +6.0639183590112761e+07 
+6.1900000000000006e+01 -3.1216711358620828e-03 +1.9845654754941795e-07 +1.1385310621814897e+00 +5.1570729381602938e+01 -1.4146446980099895e+05 +5.9549103435436338e+07 
+6.2000000000000000e+01 -3.1109216871508306e-03 +1.9831542083058412e-07 +1.1344881356682692e+00 +4.9623298929878246e+01 -1.3901443403881762e+05 +5.8480638316709377e+07 
+6.2100000000000001e+01 -3.1002157681991344e-03 +1.9881472898266165e-07 +1.1304554883141986e+00 +4.7715669297229901e+01 -1.3661159090926521e+05 +5.7432453754390709e+07 
+6.2200000000000003e+01 -3.0895531767380327e-03 +1.9988717233043505e-07 +1.1264331956369897e+00 +4.5847279606841731e+01 -1.3425627550377019e+05 +5.6406743690397196e+07 
+6.2300000000000004e+01 -3.0789337126537046e-03 +2.0143278955024401e-07 +1.1224213354522774e+00 +4.4017573863936974e+01 -1.3194910247725673e+05 +5.5406577306263797e+07 
+6.2400000000000006e+01 -3.0683571758317175e-03 +2.0335161923765548e-07 +1.1184199855209223e+00 +4.2225996900432307e+01 -1.2969069054098101e+05 +5.4435030036161833e+07 
+6.2500000000000000e+01 -3.0578233661582559e-03 +2.0554370012746313e-07 +1.1144292236602262e+00 +4.0471992688724747e+01 -1.2748165416589238e+05 +5.3495170753507778e+07 
+6.2600000000000001e+01 -3.0473320835189238e-03 +2.0790907081098288e-07 +1.1104491276327388e+00 +3.8755006044294745e+01 -1.2532261201018131e+05 +5.2590074840621114e+07 
+6.2700000000000003e+01 -3.0368831277998625e-03 +2.1034776995392632e-07 +1.1064797752545674e+00 +3.7074480943355248e+01 -1.2321417852289128e+05 +5.1722811095272958e+07 
+6.2800000000000004e+01 -3.0264762988868239e-03 +2.1275983633147379e-07 +1.1025212443002137e+00 +3.5429862029358461e+01 -1.2115697154334647e+05 +5.0896453664120600e+07 
+6.2900000000000006e+01 -3.0161113966657165e-03 +2.1504530845310533e-07 +1.0985736125630030e+00 +3.3820593632159245e+01 -1.1915160728242333e+05 +5.0114074087355509e+07 
+6.3000000000000000e+01 -3.0057882210223984e-03 +2.1710422511313150e-07 +1.0946369578288411e+00 +3.2246120212462934e+01 -1.1719870265388222e+05 +4.9378745056232087e+07 
+6.3100000000000001e+01 -2.9955065736249308e-03 +2.1885776714995163e-07 +1.0907113595840736e+00 +3.0705763883615855e+01 -1.1529791789928863e+05 +4.8691591868770689e+07 
+6.3200000000000003e+01 -2.9852662632694573e-03 +2.2031168467619242e-07 +1.0867969040413987e+00 +2.9198358567582329e+01 -1.1344509265736981e+05 +4.8045959870664835e+07 
+6.3300000000000004e+01 -2.9750671005344793e-03 +2.2149286997823069e-07 +1.0828936791278831e+00 +2.7722615627253695e+01 -1.1163510885578200e+05 +4.7433245416897662e+07 
+6.3400000000000006e+01 -2.9649088959984660e-03 +2.2242821534775766e-07 +1.0790017727663324e+00 +2.6277246502396313e+01 -1.0986284883554204e+05 +4.6844845535382062e+07 
+6.3500000000000000e+01 -2.9547914602396112e-03 +2.2314461314554612e-07 +1.0751212728543038e+00 +2.4860963010599612e+01 -1.0812319678297889e+05 +4.6272160092076048e+07 
+6.3600000000000001e+01 -2.9447146038363557e-03 +2.2366895570792476e-07 +1.0712522673115907e+00 +2.3472476643044800e+01 -1.0641103531543442e+05 +4.5706586570867971e+07 
+6.3700000000000003e+01 -2.9346781373672699e-03 +2.2402813529470056e-07 +1.0673948440717576e+00 +2.2110498661599625e+01 -1.0472124584915726e+05 +4.5139520516108364e+07 
+6.3800000000000004e+01 -2.9246818714104522e-03 +2.2424904420712958e-07 +1.0635490910225687e+00 +2.0773741042832835e+01 -1.0304871338866340e+05 +4.4562363098312438e+07 
+6.3900000000000006e+01 -2.9147256165445012e-03 +2.2435857487081585e-07 +1.0597150961007988e+00 +1.9460914999822023e+01 -1.0138831911496374e+05 +4.3966509507090203e+07 
+6.4000000000000000e+01 -2.9048091833477913e-03 +2.2438361952112177e-07 +1.0558929472197609e+00 +1.8170732115665835e+01 -9.9734946071762228e+04 +4.3343357853540890e+07 
+6.4100000000000009e+01 -2.8949323839747849e-03 +2.2434434789280526e-07 +1.0520827201753873e+00 +1.6902100009774571e+01 -9.8084649604998369e+04 +4.2686505063179061e+07 
+6.4200000000000003e+01 -2.8850950368842711e-03 +2.2423403939936511e-07 +1.0482844422851076e+00 +1.5654710579406130e+01 -9.6438174885379354e+04 +4.1998344219332129e+07 
+6.4299999999999997e+01 -2.8752969621114685e-03 +2.2403925095900935e-07 +1.0444981287818407e+00 +1.4428451249966031e+01 -9.4797436857159526e+04 +4.1283463283431031e+07 
+6.4400000000000006e+01 -2.8655379796912669e-03 +2.2374653937303802e-07 +1.0407237948646655e+00 +1.3223209978731420e+01 -9.3164353131308002e+04 +4.0546454385552056e+07 
+6.4500000000000000e+01 -2.8558179096589138e-03 +2.2334246149376565e-07 +1.0369614557690681e+00 +1.2038874143744129e+01 -9.1540838387592012e+04 +3.9791905042540573e+07 
+6.4600000000000009e+01 -2.8461365720493163e-03 +2.2281357422133269e-07 +1.0332111266961375e+00 +1.0875331674859918e+01 -8.9928810117903326e+04 +3.9024407221032441e+07 
+6.4700000000000003e+01 -2.8364937868975014e-03 +2.2214643439955129e-07 +1.0294728228598633e+00 +9.7324702851460554e+00 -8.8330184676896504e+04 +3.8248551052371815e+07 
+6.4799999999999997e+01 -2.8268893742383586e-03 +2.2132759879252329e-07 +1.0257465594605124e+00 +8.6101779098222693e+00 -8.6746879561006004e+04 +3.7468928486796916e+07 
+6.4900000000000006e+01 -2.8173231541071438e-03 +2.2034362434183851e-07 +1.0220323517333481e+00 +7.5083419395454385e+00 -8.5180809539219728e+04 +3.6690127206993900e+07 
+6.5000000000000000e+01 -2.8077949465387456e-03 +2.1918106785942503e-07 +1.0183302148785454e+00 +6.4268503075227086e+00 -8.3633892086936306e+04 +3.5916739119161971e+07 
+6.5100000000000009e+01 -2.7983045728776331e-03 +2.1783973440005494e-07 +1.0146401529019708e+00 +5.3656503062012435e+00 -8.2108015396546398e+04 +3.5152945206260487e+07 
+6.5200000000000003e+01 -2.7888518597057013e-03 +2.1637242201538442e-07 +1.0109621249407283e+00 +4.3249281110423228e+00 -8.0604957844773002e+04 +3.4401294294478111e+07 
+6.5299999999999997e+01 -2.7794366349140863e-03 +2.1484517690319877e-07 +1.0072960789083349e+00 +3.3049296891766513e+00 -7.9126470621899585e+04 +3.3663927495471939e+07 
+6.5400000000000006e+01 -2.7700587263941247e-03 +2.1332404525490664e-07 +1.0036419627345652e+00 +2.3059007769925541e+00 -7.7674303831917859e+04 +3.2942984295547102e+07 
+6.5500000000000000e+01 -2.7607179620369291e-03 +2.1187507329486348e-07 +9.9999972432772477e-01 +1.3280874370867823e+00 -7.6250209185101601e+04 +3.2240606663753066e+07 
+6.5600000000000009e+01 -2.7514141697337806e-03 +2.1056430722298029e-07 +9.9636931161412434e-01 +3.7173544737866948e-01 -7.4855936952322096e+04 +3.1558934301381793e+07 
+6.5700000000000003e+01 -2.7421471773760140e-03 +2.0945779325192161e-07 +9.9275067252475990e-01 -5.6290948684296749e-01 -7.3493237049591742e+04 +3.0900106370361891e+07 
+6.5799999999999997e+01 -2.7329168128546492e-03 +2.0862157763792688e-07 +9.8914375495830231e-01 -1.4756011464179954e+00 -7.2163861984831485e+04 +3.0266266096799172e+07 
+6.5900000000000006e+01 -2.7237229040611892e-03 +2.0812170657559312e-07 +9.8554850686316076e-01 -2.3660941012159209e+00 -7.0869560284354317e+04 +2.9659550456332002e+07 
+6.6000000000000000e+01 -2.7145652788865869e-03 +2.0802422627014537e-07 +9.8196487613148031e-01 -3.2341420309265798e+00 -6.9612084964891081e+04 +2.9082103475979377e+07 
+6.6100000000000009e+01 -2.7054437671484668e-03 +2.0837221806629907e-07 +9.7839282599337085e-01 -4.0796517182654863e+00 -6.8392671185980056e+04 +2.8535584524205044e+07 
+6.6200000000000003e+01 -2.6963582063685462e-03 +2.0911690367436541e-07 +9.7483238076798640e-01 -4.9031382271776716e+00 -6.7210503437632782e+04 +2.8019746854970880e+07 
+6.6299999999999997e+01 -2.6873084359951781e-03 +2.1018653998559496e-07 +9.7128358010784166e-01 -5.7052696408777308e+00 -6.6064248814543273e+04 +2.7533859834836986e+07 
+6.6400000000000006e+01 -2.6782942954765424e-03 +2.1150938380302620e-07 +9.6774646364870820e-01 -6.4867137917037354e+00 -6.4952575625118814e+04 +2.7077194675059780e+07 
+6.6500000000000000e+01 -2.6693156242607900e-03 +2.1301369207530117e-07 +9.6422107102253451e-01 -7.2481384379354150e+00 -6.3874152603064038e+04 +2.6649023316753384e+07 
+6.6600000000000009e+01 -2.6603722617958596e-03 +2.1462772156719738e-07 +9.6070744184110279e-01 -7.9902110316826445e+00 -6.2827649981595176e+04 +2.6248620004216444e+07 
+6.6700000000000003e+01 -2.6514640475301756e-03 +2.1627972919122158e-07 +9.5720561576486729e-01 -8.7135997932705536e+00 -6.1811734122824579e+04 +2.5875252906131115e+07 
+6.6799999999999997e+01 -2.6425908209118045e-03 +2.1789797175678885e-07 +9.5371563241692991e-01 -9.4189723407172021e+00 -6.0825074467623344e+04 +2.5528195072928946e+07 
+6.6900000000000006e+01 -2.6337524213888510e-03 +2.1941070615621288e-07 +9.5023753142552869e-01 -1.0106996382872351e+01 -5.9866339965375533e+04 +2.5206718745069426e+07 
+6.7000000000000000e+01 -2.6249486884095743e-03 +2.2074618921591360e-07 +9.4677135243411770e-01 -1.0778339868533470e+01 -5.8934198356497909e+04 +2.4910094264995299e+07 
+6.7100000000000009e+01 -2.6161794626546006e-03 +2.2184830053402179e-07 +9.4331713039949872e-01 -1.1433677698398636e+01 -5.8027032747684192e+04 +2.4636849705144975e+07 
+6.7200000000000003e+01 -2.6074445897357056e-03 +2.2272341054043908e-07 +9.3987488170214106e-01 -1.2073715287045353e+01 -5.7142074001539069e+04 +2.4382522450906850e+07 
+6.7299999999999997e+01 -2.5987439164969631e-03 +2.2339351243996628e-07 +9.3644461802717593e-01 -1.2699164853532254e+01 -5.6276269121136371e+04 +2.4141908865845099e+07 
+6.7400000000000006e+01 -2.5900772897827422e-03 +2.2388059931093110e-07 +9.3302635109335352e-01 -1.3310739170998962e+01 -5.5426562246549831e+04 +2.3909800744559698e+07 
+6.7500000000000000e+01 -2.5814445564372340e-03 +2.2420666439533239e-07 +9.2962009259707779e-01 -1.3909150638917056e+01 -5.4589899458343963e+04 +2.3680992984881215e+07 
+6.7600000000000009e+01 -2.5728455633044324e-03 +2.2439370081826092e-07 +9.2622585421849823e-01 -1.4495111413042880e+01 -5.3763228036472057e+04 +2.3450282342436742e+07 
+6.7700000000000003e+01 -2.5642801572289577e-03 +2.2446370179195729e-07 +9.2284364769812499e-01 -1.5069334590609110e+01 -5.2943490540656974e+04 +2.3212458183932301e+07 
+6.7799999999999997e+01 -2.5557481850548283e-03 +2.2443866043619820e-07 +9.1947348471654000e-01 -1.5632532326919417e+01 -5.2127634272322161e+04 +2.2962317317803841e+07 
+6.7900000000000006e+01 -2.5472494936264233e-03 +2.2434056992390056e-07 +9.1611537699258128e-01 -1.6185417391771672e+01 -5.1312603397790321e+04 +2.2694651586090829e+07 
+6.8000000000000000e+01 -2.5387839297876628e-03 +2.2419142342479274e-07 +9.1276933619664036e-01 -1.6728701779168546e+01 -5.0495346033218011e+04 +2.2404259078978043e+07 
+6.8100000000000009e+01 -2.5303513416988239e-03 +2.2400797824364522e-07 +9.0943536860732910e-01 -1.7262990206188825e+01 -4.9673472461277241e+04 +2.2087185408962008e+07 
+6.8200000000000003e+01 -2.5219515827821668e-03 +2.2378604823283570e-07 +9.0611345858943315e-01 -1.7788452843030242e+01 -4.8847268959848348e+04 +2.1744509106601123e+07 
+6.8299999999999997e+01 -2.5135845077762864e-03 +2.2351621136809296e-07 +9.0280358511131353e-01 -1.8305152493004798e+01 -4.8017684480393349e+04 +2.1378557079805337e+07 
+6.8400000000000006e+01 -2.5052499714189884e-03 +2.2318904561345523e-07 +8.9950572706432796e-01 -1.8813150765886487e+01 -4.7185673923605478e+04 +2.0991665506844398e+07 
+6.8500000000000000e+01 -2.4969478284488579e-03 +2.2279512894146279e-07 +8.9621986341503457e-01 -1.9312510435367667e+01 -4.6352186392050404e+04 +2.0586161534039468e+07 
+6.8600000000000009e+01 -2.4886779336039588e-03 +2.2232503931721650e-07 +8.9294597308099510e-01 -1.9803293522898151e+01 -4.5518174720308598e+04 +2.0164378106989376e+07 
+6.8700000000000003e+01 -2.4804401416227274e-03 +2.2176935484823260e-07 +8.8968403501508830e-01 -2.0285562592409043e+01 -4.4684589050169874e+04 +1.9728643984908804e+07 
+6.8799999999999997e+01 -2.4722343072431374e-03 +2.2111865332212419e-07 +8.8643402812334837e-01 -2.0759379470430137e+01 -4.3852383234451088e+04 +1.9281293747668300e+07 
+6.8900000000000006e+01 -2.4640602852036785e-03 +2.2036351282408847e-07 +8.8319593136597940e-01 -2.1224806850557862e+01 -4.3022506720367957e+04 +1.8824655021470431e+07 
+6.9000000000000000e+01 -2.4559179302423933e-03 +2.1949451135961294e-07 +8.7996972365668114e-01 -2.1681906682251014e+01 -4.2195912737557614e+04 +1.8361061405331429e+07 
+6.9100000000000009e+01 -2.4478070980928691e-03 +2.1851098280366195e-07 +8.7675537212837507e-01 -2.2130626937608639e+01 -4.1373929352435000e+04 +1.7893224447885726e+07 
+6.9200000000000003e+01 -2.4397276484686013e-03 +2.1744728494485752e-07 +8.7355279656962992e-01 -2.2570456233238691e+01 -4.0559401221365042e+04 +1.7425394438408379e+07 
+6.9299999999999997e+01 -2.4316794420785872e-03 +2.1634653147530843e-07 +8.7036190498351640e-01 -2.3000769126195404e+01 -3.9755548284519253e+04 +1.6962200359126247e+07 
+6.9400000000000006e+01 -2.4236623396314588e-03 +2.1525183612538432e-07 +8.6718260533679881e-01 -2.3420939605181520e+01 -3.8965593326114038e+04 +1.6508275630619466e+07 
+6.9500000000000000e+01 -2.4156762018362030e-03 +2.1420631263608283e-07 +8.6401480563306710e-01 -2.3830342250397354e+01 -3.8192756118653560e+04 +1.6068248913446486e+07 
+6.9600000000000009e+01 -2.4077208894017687e-03 +2.1325307470482682e-07 +8.6085841386978146e-01 -2.4228351524182298e+01 -3.7440257098532958e+04 +1.5646749988951331e+07 
+6.9700000000000003e+01 -2.3997962630369048e-03 +2.1243523601841105e-07 +8.5771333802629779e-01 -2.4614341623420191e+01 -3.6711317969043768e+04 +1.5248410544989619e+07 
+6.9799999999999997e+01 -2.3919021834503248e-03 +2.1179591032314716e-07 +8.5457948607668688e-01 -2.4987686644173650e+01 -3.6009161003478453e+04 +1.4877863236543814e+07 
+6.9900000000000006e+01 -2.3840385113509457e-03 +2.1137821133452568e-07 +8.5145676601763842e-01 -2.5347761057409741e+01 -3.5337006523746219e+04 +1.4539737583844218e+07 
+7.0000000000000000e+01 -2.3762051074476503e-03 +2.1122525277228809e-07 +8.4834508584050428e-01 -2.5693939235079959e+01 -3.4698075403297240e+04 +1.4238664034514029e+07 
+7.0100000000000009e+01 -2.3684018340618990e-03 +2.1136508481941250e-07 +8.4524437494155691e-01 -2.6025848753181439e+01 -3.4094507047952320e+04 +1.3977791528445920e+07 
+7.0200000000000003e+01 -2.3606285599656464e-03 +2.1176550362235348e-07 +8.4215464835460152e-01 -2.6344130275260273e+01 -3.3524113690385908e+04 +1.3754341023905277e+07 
+7.0299999999999997e+01 -2.3528851555434001e-03 +2.1237924176848316e-07 +8.3907594251304729e-01 -2.6649677563445962e+01 -3.2983626700534056e+04 +1.3564053004496148e+07 
+7.0400000000000006e+01 -2.3451714911799171e-03 +2.1315903188449747e-07 +8.3600829387797038e-01 -2.6943384834117715e+01 -3.2469775101558011e+04 +1.3402664206182396e+07 
+7.0500000000000000e+01 -2.3374874372595728e-03 +2.1405760657689889e-07 +8.3295173887032936e-01 -2.7226145660753950e+01 -3.1979291191974844e+04 +1.3265916548094133e+07 
+7.0600000000000009e+01 -2.3298328641671909e-03 +2.1502769839904998e-07 +8.2990631395659309e-01 -2.7498854334474270e+01 -3.1508903649789463e+04 +1.3149546257801596e+07 
+7.0700000000000003e+01 -2.3222076422872813e-03 +2.1602204007648701e-07 +8.2687205557267274e-01 -2.7762404676330103e+01 -3.1055343486495214e+04 +1.3049293189624816e+07 
+7.0799999999999997e+01 -2.3146116420043575e-03 +2.1699336414131658e-07 +8.2384900015275941e-01 -2.8017690460108764e+01 -3.0615342016827868e+04 +1.2960897745152269e+07 
+7.0900000000000006e+01 -2.3070447337030864e-03 +2.1789440318303645e-07 +8.2083718414866325e-01 -2.8265605752441580e+01 -3.0185629033091853e+04 +1.2880097885558443e+07 
+7.1000000000000000e+01 -2.2995067877680398e-03 +2.1867788985384949e-07 +8.1783664400165412e-01 -2.8507044454337130e+01 -2.9762935154886796e+04 +1.2802632859814588e+07 
+7.1100000000000009e+01 -2.2919976754252756e-03 +2.1930680412344308e-07 +8.1484740417327128e-01 -2.8742779057206299e+01 -2.9344413728519903e+04 +1.2724704226089330e+07 
+7.1200000000000003e+01 -2.2845172712662128e-03 +2.1978511509752835e-07 +8.1186944115519433e-01 -2.8973095691730308e+01 -2.8928912371831619e+04 +1.2644367751702098e+07 
+7.1299999999999997e+01 -2.2770654507240410e-03 +2.2012703946287516e-07 +8.0890271948655956e-01 -2.9198159504370821e+01 -2.8515699290813478e+04 +1.2560138157232184e+07 
+7.1400000000000006e+01 -2.2696420892316296e-03 +2.2034679370219574e-07 +8.0594720367639561e-01 -2.9418135180955634e+01 -2.8104044969915834e+04 +1.2470533695807070e+07 
+7.1500000000000000e+01 -2.2622470622220676e-03 +2.2045859438003797e-07 +8.0300285825363638e-01 -2.9633187707959124e+01 -2.7693218417162876e+04 +1.2374070342715224e+07 
+7.1600000000000009e+01 -2.2548802451283095e-03 +2.2047665811621530e-07 +8.0006964773563283e-01 -2.9843481899390390e+01 -2.7282489480012002e+04 +1.2269265359681955e+07 
+7.1700000000000003e+01 -2.2475415133832140e-03 +2.2041520137856064e-07 +7.9714753662861970e-01 -3.0049182386324958e+01 -2.6871128952509571e+04 +1.2154637522468328e+07 
+7.1799999999999997e+01 -2.2402307424199564e-03 +2.2028844076988281e-07 +7.9423648947186432e-01 -3.0250454329062475e+01 -2.6458404932771653e+04 +1.2028701340442989e+07 
+7.1900000000000006e+01 -2.2329478076714218e-03 +2.2011059283347352e-07 +7.9133647077519331e-01 -3.0447462419228838e+01 -2.6043587897152625e+04 +1.1889975076966016e+07 
+7.2000000000000000e+01 -2.2256925845706996e-03 +2.1989587413069223e-07 +7.8844744506836884e-01 -3.0640371662786158e+01 -2.5625946736249363e+04 +1.1736974502196882e+07 
+7.2100000000000009e+01 -2.2184649496412127e-03 +2.1965514769543527e-07 +7.8556937706574725e-01 -3.0829323145658012e+01 -2.5204953773757297e+04 +1.1568654023015039e+07 
+7.2200000000000003e+01 -2.2112647837691252e-03 +2.1938586260266371e-07 +7.8270223235687664e-01 -3.1014364420438447e+01 -2.4780884277096011e+04 +1.1385705685764596e+07 
+7.2299999999999997e+01 -2.2040919689307694e-03 +2.1908211433398191e-07 +7.7984597670072930e-01 -3.1195518896285055e+01 -2.4354218019562340e+04 +1.1189261798022358e+07 
+7.2400000000000006e+01 -2.1969463871028862e-03 +2.1873799844645299e-07 +7.7700057589501692e-01 -3.1372810573656650e+01 -2.3925431857376156e+04 +1.0980450156069720e+07 
